East,North,Elevation,Var_1,Var_2,Var_3
   558.506,   855.420,    -5.989,     0.844,     0.565,     0.656
   558.076,   853.470,    -7.985,     0.846,     0.658,     0.700
   557.647,   851.521,    -9.982,     0.958,     0.651,     0.695
   557.217,   849.571,   -11.978,     1.007,     0.638,     0.706
   556.788,   847.622,   -13.974,     0.906,     0.683,     0.651
   556.359,   845.672,   -15.971,     1.023,     0.687,     0.685
   555.929,   843.722,   -17.967,     0.993,     0.699,     0.670
   555.500,   841.773,   -19.963,     1.054,     0.648,     0.675
   555.070,   839.823,   -21.959,     1.071,     0.596,     0.609
   554.641,   837.874,   -23.956,     1.058,     0.622,     0.651
   554.211,   835.924,   -25.952,     1.068,     0.673,     0.656
   553.782,   833.975,   -27.948,     1.141,     0.685,     0.693
   553.353,   832.025,   -29.945,     1.111,     0.693,     0.722
   552.923,   830.075,   -31.941,     1.084,     0.686,     0.751
   552.494,   828.126,   -33.937,     1.078,     0.720,     0.725
   552.064,   826.176,   -35.934,     1.049,     0.745,     0.695
   551.635,   824.227,   -37.930,     1.044,     0.765,     0.747
   551.205,   822.277,   -39.926,     1.045,     0.767,     0.722
   550.776,   820.327,   -41.923,     1.026,     0.715,     0.736
   550.347,   818.378,   -43.919,     1.047,     0.710,     0.724
   549.917,   816.428,   -45.915,     1.039,     0.645,     0.683
   549.488,   814.479,   -47.912,     1.069,     0.746,     0.706
   549.058,   812.529,   -49.908,     1.076,     0.797,     0.739
   548.629,   810.580,   -51.904,     0.974,     0.832,     0.768
   548.199,   808.630,   -53.901,     0.993,     0.749,     0.738
   547.770,   806.680,   -55.897,     1.050,     0.751,     0.806
   547.341,   804.731,   -57.893,     0.997,     0.752,     0.780
   546.911,   802.781,   -59.889,     1.013,     0.699,     0.793
   546.482,   800.832,   -61.886,     0.999,     0.719,     0.788
   546.052,   798.882,   -63.882,     0.944,     0.692,     0.788
   545.623,   796.933,   -65.878,     1.007,     0.726,     0.809
   545.193,   794.983,   -67.875,     0.970,     0.721,     0.773
   544.764,   793.033,   -69.871,     0.950,     0.768,     0.778
   544.335,   791.084,   -71.867,     0.964,     0.755,     0.815
   543.905,   789.134,   -73.864,     1.068,     0.820,     0.789
   543.476,   787.185,   -75.860,     1.006,     0.823,     0.786
   543.046,   785.235,   -77.856,     0.983,     0.802,     0.734
   542.617,   783.285,   -79.853,     0.967,     0.797,     0.737
   542.187,   781.336,   -81.849,     0.947,     0.835,     0.746
   541.758,   779.386,   -83.845,     0.975,     0.918,     0.798
   541.328,   777.437,   -85.842,     0.948,     0.832,     0.793
   540.899,   775.487,   -87.838,     0.936,     0.805,     0.751
   540.470,   773.538,   -89.834,     0.918,     0.795,     0.725
   540.040,   771.588,   -91.831,     0.993,     0.833,     0.742
   539.611,   769.638,   -93.827,     0.926,     0.783,     0.710
   539.181,   767.689,   -95.823,     0.926,     0.793,     0.729
   538.752,   765.739,   -97.819,     0.948,     0.774,     0.715
   538.322,   763.790,   -99.816,     0.975,     0.773,     0.751
   561.487,   904.698,    -0.000,     1.032,     0.609,     0.847
   559.541,   905.127,    -1.993,     1.006,     0.616,     0.794
   557.594,   905.557,    -3.987,     1.076,     0.590,     0.731
   555.648,   905.986,    -5.980,     1.073,     0.590,     0.740
   553.701,   906.416,    -7.974,     1.090,     0.623,     0.694
   551.755,   906.846,    -9.967,     1.143,     0.614,     0.671
   549.808,   907.275,   -11.960,     1.128,     0.638,     0.652
   547.862,   907.705,   -13.954,     1.163,     0.636,     0.635
   545.915,   908.134,   -15.947,     1.134,     0.556,     0.596
   543.968,   908.564,   -17.940,     1.209,     0.567,     0.601
   542.022,   908.994,   -19.934,     1.256,     0.578,     0.603
   540.075,   909.423,   -21.927,     1.192,     0.570,     0.574
   538.129,   909.853,   -23.921,     1.150,     0.572,     0.561
   536.182,   910.282,   -25.914,     1.221,     0.571,     0.565
   534.236,   910.712,   -27.907,     1.143,     0.570,     0.578
   532.289,   911.142,   -29.901,     1.192,     0.599,     0.590
   530.343,   911.571,   -31.894,     1.186,     0.631,     0.584
   528.396,   912.001,   -33.888,     1.106,     0.665,     0.615
   526.450,   912.430,   -35.881,     1.099,     0.648,     0.605
   524.503,   912.860,   -37.874,     0.964,     0.627,     0.617
   522.556,   913.289,   -39.868,     1.015,     0.628,     0.659
   520.610,   913.719,   -41.861,     1.052,     0.602,     0.666
   518.663,   914.149,   -43.854,     1.174,     0.615,     0.716
   516.717,   914.578,   -45.848,     1.112,     0.575,     0.682
   514.770,   915.008,   -47.841,     1.142,     0.543,     0.618
   512.824,   915.437,   -49.835,     1.156,     0.561,     0.638
   510.877,   915.867,   -51.828,     1.013,     0.584,     0.671
   508.931,   916.297,   -53.821,     1.005,     0.612,     0.726
   506.984,   916.726,   -55.815,     1.012,     0.653,     0.796
   505.038,   917.156,   -57.808,     1.076,     0.586,     0.687
   503.091,   917.585,   -59.802,     1.003,     0.602,     0.629
   501.144,   918.015,   -61.795,     0.979,     0.636,     0.649
   499.198,   918.445,   -63.788,     0.993,     0.592,     0.607
   497.251,   918.874,   -65.782,     0.993,     0.619,     0.563
   495.305,   919.304,   -67.775,     0.973,     0.581,     0.526
   493.358,   919.733,   -69.768,     0.930,     0.634,     0.576
   491.412,   920.163,   -71.762,     0.889,     0.611,     0.569
   489.465,   920.593,   -73.755,     0.873,     0.574,     0.560
   487.519,   921.022,   -75.749,     0.891,     0.557,     0.541
   485.572,   921.452,   -77.742,     0.821,     0.600,     0.531
   483.626,   921.881,   -79.735,     0.790,     0.551,     0.494
   481.679,   922.311,   -81.729,     0.830,     0.588,     0.515
   479.732,   922.740,   -83.722,     0.724,     0.631,     0.538
   477.786,   923.170,   -85.716,     0.773,     0.631,     0.546
   475.839,   923.600,   -87.709,     0.758,     0.632,     0.553
   473.893,   924.029,   -89.702,     0.819,     0.595,     0.565
   471.946,   924.459,   -91.696,     0.951,     0.590,     0.615
   470.000,   924.888,   -93.689,     1.004,     0.578,     0.600
   468.053,   925.318,   -95.682,     0.951,     0.614,     0.593
   466.107,   925.748,   -97.676,     0.990,     0.647,     0.618
   464.160,   926.177,   -99.669,     0.985,     0.687,     0.652
   600.494,   994.932,    -0.000,     0.944,     0.800,     0.781
   602.422,   995.351,    -1.973,     0.885,     0.869,     0.807
   604.350,   995.770,    -3.946,     0.845,     0.907,     0.783
   606.278,   996.189,    -5.919,     0.866,     0.857,     0.790
   608.207,   996.608,    -7.893,     0.857,     0.902,     0.834
   610.135,   997.027,    -9.866,     0.885,     0.913,     0.844
   612.063,   997.446,   -11.839,     0.849,     0.944,     0.881
   613.991,   997.865,   -13.812,     0.842,     0.962,     0.950
   615.919,   998.284,   -15.785,     0.768,     0.972,     0.899
   617.847,   998.704,   -17.758,     0.745,     0.946,     0.910
   619.775,   999.123,   -19.731,     0.783,     0.854,     0.843
   621.703,   999.542,   -21.704,     0.804,     0.862,     0.878
   623.632,   999.961,   -23.678,     0.809,     0.862,     0.750
   625.560,  1000.380,   -25.651,     0.780,     0.954,     0.814
   627.488,  1000.799,   -27.624,     0.859,     0.929,     0.794
   629.416,  1001.218,   -29.597,     0.886,     0.939,     0.875
   631.344,  1001.637,   -31.570,     0.860,     0.972,     0.865
   633.272,  1002.056,   -33.543,     0.812,     0.985,     0.825
   635.200,  1002.475,   -35.516,     0.869,     0.911,     0.848
   637.128,  1002.894,   -37.490,     0.873,     0.910,     0.874
   639.056,  1003.313,   -39.463,     0.796,     0.883,     0.897
   640.985,  1003.732,   -41.436,     0.853,     0.863,     0.860
   642.913,  1004.151,   -43.409,     0.878,     0.873,     0.848
   644.841,  1004.570,   -45.382,     0.846,     0.973,     0.901
   646.769,  1004.989,   -47.355,     0.822,     0.980,     0.902
   648.697,  1005.409,   -49.328,     0.900,     0.911,     0.903
   650.625,  1005.828,   -51.301,     0.870,     0.888,     0.942
   652.553,  1006.247,   -53.275,     0.815,     0.945,     1.014
   654.481,  1006.666,   -55.248,     0.788,     0.982,     1.022
   656.410,  1007.085,   -57.221,     0.703,     1.061,     0.997
   658.338,  1007.504,   -59.194,     0.737,     1.183,     1.108
   660.266,  1007.923,   -61.167,     0.703,     1.201,     1.029
   662.194,  1008.342,   -63.140,     0.766,     1.147,     1.014
   664.122,  1008.761,   -65.113,     0.808,     1.073,     0.995
   666.050,  1009.180,   -67.087,     0.837,     1.014,     1.035
   667.978,  1009.599,   -69.060,     0.816,     0.999,     0.915
   669.906,  1010.018,   -71.033,     0.788,     0.870,     0.902
   671.835,  1010.437,   -73.006,     0.712,     0.939,     0.944
   673.763,  1010.856,   -74.979,     0.715,     0.900,     0.986
   675.691,  1011.275,   -76.952,     0.729,     0.886,     1.000
   677.619,  1011.694,   -78.925,     0.681,     0.957,     1.046
   679.547,  1012.114,   -80.899,     0.654,     1.040,     1.044
   681.475,  1012.533,   -82.872,     0.652,     1.061,     0.997
   683.403,  1012.952,   -84.845,     0.658,     1.036,     0.984
   685.331,  1013.371,   -86.818,     0.735,     1.013,     1.009
   687.259,  1013.790,   -88.791,     0.698,     1.024,     1.064
   689.188,  1014.209,   -90.764,     0.722,     1.117,     1.055
   691.116,  1014.628,   -92.737,     0.665,     1.066,     0.981
   693.044,  1015.047,   -94.710,     0.658,     1.096,     0.989
   694.972,  1015.466,   -96.684,     0.651,     1.132,     1.121
   696.900,  1015.885,   -98.657,     0.669,     1.201,     1.042
   683.249,   166.931,    -0.000,     0.668,     1.108,     1.238
   684.686,   165.687,    -1.901,     0.671,     1.191,     1.177
   686.123,   164.442,    -3.802,     0.715,     1.197,     1.157
   687.560,   163.197,    -5.704,     0.721,     1.263,     1.170
   688.998,   161.953,    -7.605,     0.662,     1.372,     1.227
   690.435,   160.708,    -9.506,     0.668,     1.412,     1.228
   691.872,   159.463,   -11.407,     0.631,     1.497,     1.216
   693.309,   158.219,   -13.308,     0.602,     1.554,     1.234
   694.746,   156.974,   -15.209,     0.581,     1.424,     1.236
   696.183,   155.729,   -17.111,     0.586,     1.379,     1.148
   697.620,   154.485,   -19.012,     0.569,     1.348,     1.159
   699.057,   153.240,   -20.913,     0.568,     1.277,     1.162
   700.494,   151.995,   -22.814,     0.572,     1.337,     1.221
   701.931,   150.751,   -24.715,     0.546,     1.302,     1.286
   703.368,   149.506,   -26.616,     0.526,     1.278,     1.381
   704.806,   148.261,   -28.518,     0.552,     1.297,     1.331
   706.243,   147.017,   -30.419,     0.585,     1.165,     1.138
   707.680,   145.772,   -32.320,     0.578,     1.246,     1.174
   709.117,   144.527,   -34.221,     0.581,     1.337,     1.202
   710.554,   143.283,   -36.122,     0.587,     1.351,     1.154
   711.991,   142.038,   -38.023,     0.612,     1.373,     1.076
   713.428,   140.793,   -39.925,     0.668,     1.381,     1.042
   714.865,   139.549,   -41.826,     0.717,     1.248,     1.062
   716.302,   138.304,   -43.727,     0.689,     1.237,     1.048
   717.739,   137.059,   -45.628,     0.634,     1.223,     0.988
   719.177,   135.815,   -47.529,     0.642,     1.226,     1.092
   720.614,   134.570,   -49.431,     0.674,     1.216,     1.073
   722.051,   133.325,   -51.332,     0.686,     1.233,     1.075
   723.488,   132.080,   -53.233,     0.686,     1.135,     1.081
   724.925,   130.836,   -55.134,     0.685,     1.112,     1.024
   726.362,   129.591,   -57.035,     0.708,     1.181,     0.996
   727.799,   128.346,   -58.936,     0.693,     1.178,     1.024
   729.236,   127.102,   -60.838,     0.706,     1.165,     1.145
   730.673,   125.857,   -62.739,     0.724,     1.139,     1.181
   732.110,   124.612,   -64.640,     0.687,     1.170,     1.137
   733.547,   123.368,   -66.541,     0.727,     1.127,     1.230
   734.985,   122.123,   -68.442,     0.685,     1.108,     1.204
   736.422,   120.878,   -70.343,     0.663,     1.159,     1.225
   737.859,   119.634,   -72.245,     0.675,     1.171,     1.256
   739.296,   118.389,   -74.146,     0.677,     1.199,     1.229
   740.733,   117.144,   -76.047,     0.661,     1.238,     1.407
   742.170,   115.900,   -77.948,     0.637,     1.221,     1.342
   743.607,   114.655,   -79.849,     0.593,     1.182,     1.386
   745.044,   113.410,   -81.750,     0.584,     1.275,     1.452
   746.481,   112.166,   -83.652,     0.601,     1.126,     1.378
   747.918,   110.921,   -85.553,     0.638,     1.130,     1.262
   749.355,   109.676,   -87.454,     0.618,     1.137,     1.290
   750.793,   108.432,   -89.355,     0.614,     1.173,     1.337
   752.230,   107.187,   -91.256,     0.636,     1.221,     1.250
   753.667,   105.942,   -93.158,     0.621,     1.323,     1.252
   755.104,   104.698,   -95.059,     0.642,     1.323,     1.302
   622.298,   203.671,    -0.000,     0.943,     0.862,     0.921
   623.469,   205.138,    -1.877,     0.969,     0.788,     0.911
   624.640,   206.604,    -3.754,     0.897,     0.837,     0.930
   625.811,   208.071,    -5.630,     0.877,     0.818,     0.942
   626.982,   209.538,    -7.507,     0.832,     0.918,     0.958
   628.153,   211.005,    -9.384,     0.851,     0.901,     0.876
   629.324,   212.471,   -11.261,     0.820,     0.864,     0.946
   630.495,   213.938,   -13.138,     0.822,     0.837,     0.913
   631.666,   215.405,   -15.015,     0.850,     0.853,     0.864
   632.837,   216.871,   -16.891,     0.803,     0.888,     0.845
   634.008,   218.338,   -18.768,     0.795,     1.029,     0.776
   635.179,   219.805,   -20.645,     0.740,     1.101,     0.801
   636.350,   221.272,   -22.522,     0.676,     1.185,     0.847
   637.521,   222.738,   -24.399,     0.622,     1.179,     0.849
   638.692,   224.205,   -26.276,     0.629,     1.061,     0.906
   639.863,   225.672,   -28.152,     0.591,     1.027,     0.948
   641.034,   227.139,   -30.029,     0.578,     1.048,     0.968
   642.205,   228.605,   -31.906,     0.632,     1.027,     0.970
   643.376,   230.072,   -33.783,     0.637,     1.031,     0.976
   644.547,   231.539,   -35.660,     0.696,     1.092,     0.957
   645.718,   233.006,   -37.537,     0.754,     1.052,     0.880
   646.889,   234.472,   -39.413,     0.820,     1.071,     0.888
   648.060,   235.939,   -41.290,     0.778,     1.154,     0.913
   649.230,   237.406,   -43.167,     0.631,     1.174,     1.024
   650.401,   238.873,   -45.044,     0.678,     1.204,     1.124
   651.572,   240.339,   -46.921,     0.684,     1.092,     1.086
   652.743,   241.806,   -48.797,     0.702,     1.054,     1.055
   653.914,   243.273,   -50.674,     0.670,     1.062,     1.099
   655.085,   244.739,   -52.551,     0.704,     1.005,     1.013
   656.256,   246.206,   -54.428,     0.741,     1.017,     1.035
   657.427,   247.673,   -56.305,     0.727,     1.011,     0.960
   658.598,   249.140,   -58.182,     0.727,     1.004,     0.976
   659.769,   250.606,   -60.058,     0.756,     1.021,     0.981
   660.940,   252.073,   -61.935,     0.799,     0.965,     0.937
   662.111,   253.540,   -63.812,     0.807,     0.941,     0.894
   663.282,   255.007,   -65.689,     0.805,     0.876,     0.840
   664.453,   256.473,   -67.566,     0.786,     0.786,     0.832
   665.624,   257.940,   -69.443,     0.831,     0.821,     0.815
   666.795,   259.407,   -71.319,     0.825,     0.945,     0.862
   667.966,   260.874,   -73.196,     0.832,     0.925,     0.940
   669.137,   262.340,   -75.073,     0.801,     0.963,     0.904
   670.308,   263.807,   -76.950,     0.823,     1.007,     0.920
   671.479,   265.274,   -78.827,     0.906,     0.864,     0.950
   672.650,   266.741,   -80.704,     0.881,     0.842,     1.037
   673.821,   268.207,   -82.580,     0.943,     0.804,     1.084
   674.992,   269.674,   -84.457,     0.885,     0.846,     1.123
   676.163,   271.141,   -86.334,     0.854,     0.893,     1.039
   677.334,   272.608,   -88.211,     0.808,     0.950,     1.057
   678.505,   274.074,   -90.088,     0.739,     0.989,     1.115
   679.676,   275.541,   -91.964,     0.675,     1.012,     1.034
   680.847,   277.008,   -93.841,     0.719,     1.051,     1.064
   661.998,   209.440,    -0.000,     0.683,     1.299,     1.173
   663.050,   207.926,    -1.843,     0.651,     1.193,     1.026
   664.101,   206.412,    -3.686,     0.692,     1.206,     1.022
   665.152,   204.898,    -5.529,     0.724,     1.200,     1.016
   666.203,   203.385,    -7.372,     0.680,     1.142,     1.004
   667.254,   201.871,    -9.215,     0.690,     1.138,     0.995
   668.306,   200.357,   -11.058,     0.670,     1.076,     0.957
   669.357,   198.843,   -12.901,     0.676,     1.134,     1.049
   670.408,   197.329,   -14.745,     0.725,     1.048,     1.031
   671.459,   195.815,   -16.588,     0.716,     1.045,     0.997
   672.510,   194.301,   -18.431,     0.736,     1.026,     1.017
   673.562,   192.787,   -20.274,     0.721,     1.051,     1.082
   674.613,   191.273,   -22.117,     0.690,     1.076,     1.156
   675.664,   189.760,   -23.960,     0.693,     1.169,     1.235
   676.715,   188.246,   -25.803,     0.740,     1.073,     1.257
   677.766,   186.732,   -27.646,     0.729,     1.054,     1.255
   678.818,   185.218,   -29.489,     0.761,     1.082,     1.186
   679.869,   183.704,   -31.332,     0.781,     1.176,     1.209
   680.920,   182.190,   -33.175,     0.755,     1.144,     1.239
   681.971,   180.676,   -35.018,     0.837,     1.093,     1.324
   683.022,   179.162,   -36.861,     0.891,     0.969,     1.290
   684.074,   177.648,   -38.704,     0.831,     0.918,     1.300
   685.125,   176.134,   -40.547,     0.847,     1.023,     1.278
   686.176,   174.621,   -42.391,     0.855,     1.089,     1.099
   687.227,   173.107,   -44.234,     0.818,     1.054,     1.085
   688.278,   171.593,   -46.077,     0.799,     1.081,     1.105
   689.330,   170.079,   -47.920,     0.733,     1.199,     1.144
   690.381,   168.565,   -49.763,     0.738,     1.219,     1.101
   691.432,   167.051,   -51.606,     0.784,     1.182,     1.095
   692.483,   165.537,   -53.449,     0.731,     1.180,     1.154
   693.534,   164.023,   -55.292,     0.730,     1.213,     1.182
   694.586,   162.509,   -57.135,     0.714,     1.212,     1.279
   695.637,   160.996,   -58.978,     0.725,     1.257,     1.203
   696.688,   159.482,   -60.821,     0.746,     1.319,     1.193
   697.739,   157.968,   -62.664,     0.776,     1.294,     1.236
   698.790,   156.454,   -64.507,     0.744,     1.321,     1.158
   699.842,   154.940,   -66.350,     0.799,     1.318,     1.209
   700.893,   153.426,   -68.193,     0.801,     1.178,     1.210
   701.944,   151.912,   -70.037,     0.815,     1.110,     1.184
   702.995,   150.398,   -71.880,     0.849,     1.062,     1.215
   704.047,   148.884,   -73.723,     0.844,     1.059,     1.239
   705.098,   147.371,   -75.566,     0.801,     1.083,     1.164
   706.149,   145.857,   -77.409,     0.849,     1.131,     1.151
   707.200,   144.343,   -79.252,     0.787,     1.099,     1.146
   708.251,   142.829,   -81.095,     0.804,     1.177,     1.109
   709.303,   141.315,   -82.938,     0.757,     1.154,     1.177
   710.354,   139.801,   -84.781,     0.790,     1.190,     1.110
   711.405,   138.287,   -86.624,     0.791,     1.151,     1.161
   712.456,   136.773,   -88.467,     0.762,     1.216,     1.200
   713.507,   135.259,   -90.310,     0.755,     1.194,     1.278
   714.559,   133.746,   -92.153,     0.725,     1.133,     1.336
   644.216,   339.268,    -0.000,     0.833,     0.967,     0.890
   643.718,   337.884,    -1.471,     0.777,     1.010,     0.934
   643.220,   336.500,    -2.941,     0.800,     0.933,     0.910
   642.722,   335.116,    -4.412,     0.809,     0.910,     0.983
   642.225,   333.733,    -5.882,     0.804,     0.877,     1.014
   641.727,   332.349,    -7.353,     0.793,     0.949,     0.935
   641.229,   330.965,    -8.823,     0.819,     0.966,     0.901
   640.731,   329.581,   -10.294,     0.837,     0.957,     0.952
   640.233,   328.198,   -11.765,     0.868,     0.996,     0.990
   639.735,   326.814,   -13.235,     0.824,     0.909,     0.933
   639.238,   325.430,   -14.706,     0.838,     0.883,     0.930
   638.740,   324.046,   -16.176,     0.834,     0.972,     0.991
   638.242,   322.663,   -17.647,     0.862,     0.910,     1.002
   637.744,   321.279,   -19.118,     0.832,     0.849,     0.902
   637.246,   319.895,   -20.588,     0.893,     0.823,     0.888
   636.748,   318.511,   -22.059,     0.874,     0.893,     0.965
   636.251,   317.128,   -23.529,     0.854,     0.909,     0.964
   635.753,   315.744,   -25.000,     0.859,     0.920,     1.012
   635.255,   314.360,   -26.470,     0.833,     0.932,     0.986
   634.757,   312.976,   -27.941,     0.830,     0.996,     1.007
   634.259,   311.593,   -29.412,     0.817,     1.017,     0.923
   633.761,   310.209,   -30.882,     0.892,     1.000,     0.896
   633.264,   308.825,   -32.353,     0.868,     0.954,     0.903
   632.766,   307.441,   -33.823,     0.883,     0.952,     0.856
   632.268,   306.058,   -35.294,     0.811,     0.984,     0.898
   631.770,   304.674,   -36.765,     0.834,     0.944,     0.862
   631.272,   303.290,   -38.235,     0.833,     0.916,     0.901
   630.774,   301.906,   -39.706,     0.791,     0.884,     0.977
   630.277,   300.523,   -41.176,     0.729,     0.895,     0.979
   629.779,   299.139,   -42.647,     0.744,     0.877,     0.922
   629.281,   297.755,   -44.117,     0.757,     0.904,     0.966
   628.783,   296.371,   -45.588,     0.732,     0.852,     0.965
   628.285,   294.988,   -47.059,     0.675,     0.936,     0.956
   627.787,   293.604,   -48.529,     0.671,     1.064,     1.012
   627.290,   292.220,   -50.000,     0.701,     1.015,     0.955
   626.792,   290.836,   -51.470,     0.688,     0.976,     1.066
   626.294,   289.453,   -52.941,     0.676,     1.004,     1.097
   625.796,   288.069,   -54.412,     0.695,     1.023,     1.036
   625.298,   286.685,   -55.882,     0.718,     1.002,     1.008
   624.800,   285.301,   -57.353,     0.780,     0.977,     0.913
   624.303,   283.918,   -58.823,     0.801,     0.982,     0.891
   623.805,   282.534,   -60.294,     0.780,     1.072,     0.971
   623.307,   281.150,   -61.764,     0.801,     0.947,     0.917
   622.809,   279.766,   -63.235,     0.826,     0.973,     0.979
   622.311,   278.383,   -64.706,     0.832,     1.028,     1.006
   621.813,   276.999,   -66.176,     0.804,     1.027,     0.963
   621.316,   275.615,   -67.647,     0.851,     0.974,     0.965
   620.818,   274.231,   -69.117,     0.835,     0.905,     0.911
   620.320,   272.848,   -70.588,     0.766,     0.859,     0.901
   619.822,   271.464,   -72.059,     0.784,     0.900,     0.871
   619.324,   270.080,   -73.529,     0.786,     0.865,     0.880
   660.998,   306.456,    -0.000,     0.951,     1.076,     0.883
   662.626,   306.968,    -1.707,     0.844,     1.148,     0.952
   664.254,   307.480,    -3.414,     0.936,     1.160,     1.013
   665.882,   307.992,    -5.121,     0.983,     1.195,     0.988
   667.510,   308.504,    -6.827,     0.927,     1.149,     0.998
   669.139,   309.017,    -8.534,     0.911,     1.120,     0.891
   670.767,   309.529,   -10.241,     0.933,     0.998,     0.869
   672.395,   310.041,   -11.948,     0.948,     1.003,     0.885
   674.023,   310.553,   -13.655,     0.930,     1.051,     0.909
   675.652,   311.065,   -15.362,     0.829,     1.060,     0.898
   677.280,   311.577,   -17.069,     0.836,     1.008,     0.882
   678.908,   312.089,   -18.775,     0.841,     0.945,     0.792
   680.536,   312.601,   -20.482,     0.785,     1.000,     0.878
   682.165,   313.113,   -22.189,     0.789,     1.023,     0.902
   683.793,   313.625,   -23.896,     0.727,     0.962,     0.827
   685.421,   314.137,   -25.603,     0.682,     0.992,     0.875
   687.049,   314.649,   -27.310,     0.628,     1.060,     0.895
   688.678,   315.161,   -29.016,     0.631,     1.089,     0.842
   690.306,   315.673,   -30.723,     0.620,     1.137,     0.812
   691.934,   316.185,   -32.430,     0.572,     1.169,     0.831
   693.562,   316.697,   -34.137,     0.582,     1.191,     0.860
   695.191,   317.209,   -35.844,     0.606,     1.222,     0.870
   696.819,   317.721,   -37.551,     0.593,     1.147,     0.915
   698.447,   318.233,   -39.258,     0.598,     1.113,     0.926
   700.075,   318.745,   -40.964,     0.640,     1.142,     0.928
   701.704,   319.257,   -42.671,     0.657,     1.184,     0.933
   703.332,   319.769,   -44.378,     0.666,     1.122,     0.942
   704.960,   320.281,   -46.085,     0.678,     1.190,     0.903
   706.588,   320.793,   -47.792,     0.706,     1.284,     0.910
   708.217,   321.305,   -49.499,     0.704,     1.192,     0.943
   709.845,   321.817,   -51.206,     0.675,     1.254,     0.963
   711.473,   322.329,   -52.912,     0.661,     1.291,     0.975
   713.101,   322.841,   -54.619,     0.758,     1.236,     0.969
   714.730,   323.353,   -56.326,     0.655,     1.297,     0.994
   716.358,   323.865,   -58.033,     0.643,     1.221,     0.956
   717.986,   324.377,   -59.740,     0.653,     1.248,     1.042
   719.614,   324.889,   -61.447,     0.653,     1.188,     1.119
   721.242,   325.401,   -63.154,     0.648,     1.096,     1.134
   722.871,   325.913,   -64.860,     0.650,     1.185,     1.133
   724.499,   326.425,   -66.567,     0.687,     1.153,     1.067
   726.127,   326.937,   -68.274,     0.682,     1.126,     1.063
   727.755,   327.449,   -69.981,     0.682,     1.162,     1.054
   729.384,   327.961,   -71.688,     0.645,     1.174,     1.092
   731.012,   328.473,   -73.395,     0.633,     1.200,     1.182
   732.640,   328.986,   -75.101,     0.626,     1.102,     1.172
   734.268,   329.498,   -76.808,     0.594,     1.232,     1.207
   735.897,   330.010,   -78.515,     0.602,     1.216,     1.278
   737.525,   330.522,   -80.222,     0.567,     1.273,     1.247
   739.153,   331.034,   -81.929,     0.571,     1.300,     1.381
   740.781,   331.546,   -83.636,     0.600,     1.256,     1.352
   742.410,   332.058,   -85.343,     0.618,     1.229,     1.230
   603.055,   420.769,    -0.000,     0.960,     0.944,     0.936
   603.283,   422.552,    -1.797,     1.031,     0.939,     0.878
   603.512,   424.335,    -3.595,     1.023,     0.971,     0.899
   603.741,   426.118,    -5.392,     0.924,     1.013,     0.861
   603.970,   427.900,    -7.189,     0.912,     0.993,     0.820
   604.199,   429.683,    -8.987,     0.950,     0.875,     0.722
   604.428,   431.466,   -10.784,     0.878,     0.862,     0.753
   604.656,   433.248,   -12.581,     0.919,     0.887,     0.713
   604.885,   435.031,   -14.378,     0.961,     0.893,     0.759
   605.114,   436.814,   -16.176,     0.974,     0.898,     0.792
   605.343,   438.596,   -17.973,     1.041,     0.905,     0.766
   605.572,   440.379,   -19.770,     1.036,     0.862,     0.724
   605.801,   442.162,   -21.568,     0.983,     0.829,     0.687
   606.029,   443.944,   -23.365,     0.968,     0.856,     0.716
   606.258,   445.727,   -25.162,     0.917,     0.877,     0.726
   606.487,   447.510,   -26.960,     0.897,     0.837,     0.764
   606.716,   449.292,   -28.757,     0.914,     0.804,     0.703
   606.945,   451.075,   -30.554,     0.967,     0.843,     0.784
   607.173,   452.858,   -32.352,     0.903,     0.879,     0.782
   607.402,   454.640,   -34.149,     0.840,     0.852,     0.733
   607.631,   456.423,   -35.946,     0.872,     0.833,     0.753
   607.860,   458.206,   -37.743,     0.956,     0.877,     0.778
   608.089,   459.989,   -39.541,     0.996,     0.894,     0.775
   608.318,   461.771,   -41.338,     0.980,     0.923,     0.847
   608.546,   463.554,   -43.135,     0.969,     0.928,     0.850
   608.775,   465.337,   -44.933,     0.917,     0.926,     0.905
   609.004,   467.119,   -46.730,     0.846,     0.868,     0.900
   609.233,   468.902,   -48.527,     0.792,     0.819,     0.937
   609.462,   470.685,   -50.325,     0.819,     0.735,     0.950
   609.690,   472.467,   -52.122,     0.802,     0.744,     0.857
   609.919,   474.250,   -53.919,     0.803,     0.745,     0.888
   610.148,   476.033,   -55.717,     0.823,     0.722,     0.866
   610.377,   477.815,   -57.514,     0.920,     0.679,     0.838
   610.606,   479.598,   -59.311,     0.994,     0.647,     0.764
   610.835,   481.381,   -61.108,     0.991,     0.744,     0.774
   611.063,   483.163,   -62.906,     0.981,     0.707,     0.799
   611.292,   484.946,   -64.703,     0.947,     0.683,     0.774
   611.521,   486.729,   -66.500,     0.908,     0.647,     0.722
   611.750,   488.511,   -68.298,     0.886,     0.597,     0.771
   611.979,   490.294,   -70.095,     0.907,     0.628,     0.819
   612.208,   492.077,   -71.892,     0.945,     0.664,     0.823
   612.436,   493.859,   -73.690,     0.960,     0.651,     0.795
   612.665,   495.642,   -75.487,     0.857,     0.722,     0.772
   612.894,   497.425,   -77.284,     0.923,     0.756,     0.785
